rent	condominium	iptu	adress	area	room	car_space	bathroom	description	link
14200		1600	Avenida Doutor Jesuíno Marcondes Machado, Jardim Planalto	423	14	6	10	Casa para locação, no Nova Campinas.Imóvel totalmente novo, incluindo parte elétrica e hidráulica. 13 salas, mais uma recepção ampla. Adaptações para cadeirantes no térreo e pa...	
1500		100	Jardim Antonio Von Zuben, Campinas	50			1	Aluga-se Sala Comercial próximo a Av. Abolição, saída para Valinhos!Espaço comercial com 50m², dividi em 2 salas + 1 banheiro e varanda. Além de uma espaçosa área externa,...	
13000			Parque Taquaral, Campinas	555	3	1	3	Excelente casa com 455 mts , com casa no fundo e terreno com 1.565 mts ,no Taquaral para alugar residencial ou comercial. Piscina aquecida,3 suites, 3 salas, lavabo, dependência de...	
20000		4199	Chácara Três Marias, Campinas	2057		30		Dom Pedro. A 15 minutos do Aeroporto de Viracopos. A 20 minutos do centro da Cidade. Infraestrutura urbana completa. Completo sistema de hidrante e bomba de recalque. Área construí...	
1300		45	Avenida Carlos Grimaldi, Jardim Conceição	25		1	1	Imóvel localizado em ótimo ponto comercial, em avenida com alta movimentação e inumeras linhas de onibus, próximo ao Shopping Galleria contendo 25m², toda em piso frio , 1 vaga e 1...	
1000	350	180	Centro, Campinas	83	3			Ótima sala comercial! Localizada na área central com grande movimentação de pessoas.83 m² dividido em 3 salas amplas, piso taco, banheiro, copa.Mais informações com...	
6000		288	Rua Doutor Liráucio Gomes, Cambuí	330		3	1	Oportunidade no Cambuí, casa comercial ampla e muito bem localizada, próxima à grandes Avenidas e com vasto comércio ao redor. Casa em 2 níveis, contendo 12 salas no total, bem dis...	
1800	1000	120	Rua Visconde de Taunay, Vila Itapura	83		1	2	Guanabara - Sala Comercial AmplaLindo prédio comercial na Rua Visconde de Taunay, próximo ao Instituto Agronômico e Hospital Renascença - Bom Padrão.Prédio Pastilhado:...	
900	700	50	Rua Coronel Quirino, Cambuí	40	1	1	1	APARTAMENTO NO CAMBUI01 SALA01 WC01 DORMITÓRIO01 COZINHA C/GABINETE E ARMÁRIOLAVANDERIA01 VAGA DE GARAGEM COBERTA -	
2900		415	Jardim do Trevo, Campinas	251				Galpão para locação no jd do trevo em Campinas ZAEA ótima localização a.t 264 m² a.c 251,m² frente com 12 m portão com 04 metros de altura para caminhão ,pe direito com aproximadam...	
13000		2331	Cambuí, Campinas	380	1	6	4	Casa de esquina comercial para locação no bairro Cambuí,localização privilegiada em rua com grande fluxo. No térreo são três salões interligados com ampla vitrine, balcão caixa, co...	
1300	610	272	Avenida José de Souza Campos, Cambuí	42		1	1	Sala com 42m², copa com gabinete, banheiro e 1 vaga coberta em subsolo.. Condomínio dispõe portaria e localização privilegiada, com vallet e manobrista. -	
900	680	194	Rua Barão de Jaguara, Centro	66		1	2	SALA COMERCIAL NO CENTRO EM CAMPINAS ALUGA.Vigésimo andar.05 salas.02 wc's.01 vaga de garagem.Condomínio possui portaria 24 horas.Agende agora a sua visita...	
2300	970	184	Rua Ministro Oscar Saraiva, Bairro das Palmeiras	116	4		3	Apartamento para Aluguel - Jardim das Palmeiras, 4 Quartos, 116 - Campinas	
4500			Rua dos Expedicionários, Sousas	170	1	5	3	EXCELENTE CASA COMERCIAL. RECEPÇÃO, SALA DE REUNIÃO COM AR CONDICIONADO, BANHEIRO, TRÊS SALAS, COPA, SALA EXTERNA, QUATRO VAGAS DE GARAGEM. EXCELENTE LOCALIZAÇÃO, FÁCIL ACESSO!! CE...	
1500	713	250	Cambuí, Campinas	44		1	1	Excelente localização, Localizado na Av. Norte Sul, copa, wc, ar condicionado central e uma vaga de garagem -	
6900		329	Cidade Universitária, Campinas	170		2	2	Cidade Universitária II - Barão Geraldo.Salão geminado, comercial - zoneamento 11, na estrada da Rhodia, próximo à frutaria Rio da Pedras.Salão com 170 m², sendo 100 m²...	
1155	200		Rua Doutor Luciano Venere Decourt, Cidade Universitária	30	1	1	1	Alugue rápido, fácil, sem fiador e sem burocracias. Kitnet mobiliada na Cidade Universitária, fácil acesso à Unicamp. Vaga de garagem sob consulta de valor e disponibilidade. O...	
15000		500	Nova Campinas, Campinas	350		3	4	Localizado em área nobre, grande fluxo de pessoas e automóveis, rua extremamente comercial com bastante visibilidade, uma das ruas principais do Nova CampinasExcelente pont...	
6600	1320	100	Avenida Marechal Rondon, Jardim Chapadão	132		4	3	Sala para locação. Empreendimento misto, nova tendência do mercado imobiliário. Excelente sala comercial, prédio novo, bem localizado em avenida de grande fluxo de pedestres e veíc...	
2200	150		Swiss Park, Campinas	58		1	1	Excelente sala comercial em ponto estratégico do Swiss Park. Com 58 m², 1 banheiro, 1 copa com 2 aparelhos de ar condicionados e 1 vaga de garagem. Venha se estabelecer em uma ótim...	
2500	604	255	Rua Pedro Anderson, Jardim Guanabara	44		2	1	Edifício comercial, locação corporativa. Prédio com três subsolos para estacionamento, auditório, loja, café e restaurante no térreo. Inclui também 14 pavimentos, seis elevadores e...	
1350	901	390	Avenida Antonio Artioli, Swiss Park	45		2	1	O Swiss Park Office é um novo complexo comercial localizado estrategicamente às margens da Anhanguera, com fácil acesso a rodovias, aeroporto e centro da cidade. Um empreendimento...	
6500	1300	360	Rua Ataliba Camargo de Andrade, Cambuí	136	3	3	4	Excelente apartamento, 136 m² área útil, com 3 dormitórios sendo 1 suíte, todos com armários planejados e ar condicionado. Living para 2 ambientes, ampla varanda gourmet integrada...	
750	333	88	Rua Ferreira Penteado, Centro	55				Sala comercial com 55 m² em ótima localização na esquina da Rua Ferreira Penteado com Francisco Glicério (próximo ao Poupatempo, Justiça do Trabalho e Federal, e todo tipo de comer...	
1400	551	173	Rua Oriente, Chácara da Barra	33			1	Oportunidade - Baixou !!!Sala comercial, 33 m² com vista espetacular, em excelente localização, no coração do Campinas, bairro nobre da cidade de Campinas, sala ampla com possi...	
1000	680	124	Loteamento Center Santa Genebra, Campinas	34		1	1	Loja térrea já com pontos para TV, Internet e AR Condicionado; ao lado de vários pontos comerciais já em funcionamento. Ótimo para cafeteria, lanchonete etc... -	
600	560	45	Avenida Anchieta, Centro	68	1	1	2	APARTAMENTO NO CENTRO EM CAMPINAS ALUGA.Nono andar.01 dormitório com armário.Cozinha com armário.Wc de serviço.01 vaga de garagem.Condomínio possui portaria...	
1400	550		Rua Saldanha Marinho, Centro	55	1	1	1	APARTAMENTO NO CENTRO EM CAMPINAS VENDE OU ALUGA.Mobiliado. Lindo apartamento de 01 dormitório, armário embutido, sala ampla para 02 ambientes com sacada, 01 banheiro com box d...	
849			Rua Luverci Pereira de Souza, Cidade Universitária	25	1		1	Alugue rápido, fácil, sem fiador e sem burocracias. Kitnet mobiliada pertinho da Unicamp ! Imóvel ideal para estudantes. Possui mobília completa, além de contas de água, gás, i...	
4500	1	481	Bosque, Campinas	244	7	5	3	Casa para locação no Centro em Campinas, com 490 m² de terreno, com 14 m de frente, 244,90 m² de área construída, sendo 7 salas, 3 banheiros, 2 cozinhas. Tem 5 vagas de garagem, dá...	
1650	330		Jardim Chapadão, Campinas	33		1	1	Prédio comercial novo com localização privilegiada, estacionamento coberto. Salas modulares completas com sacada, piso elevado, luminárias, ar condicionado, persianas e sprinker. -	
3300		310	Jardim Chapadão, Campinas	200	3		2	casa chapadão3 dorms2 salasediculavaga 3 carros -	
500	500		Vila Rossi, Campinas	12	1		2	OPORTUNIDADE DE SALA COMERCIAL - PRÓXIMO AO HABIBS RECEPÇÃO, 2 BANHEIROS E COPA1 VAGA DE GARAGEM	
1800	509		Avenida Marechal Rondon, Jardim Chapadão	33		1	1	Sala comercial com 33 m² numa localização privilegiada de Campinas com linda vista . e muita área de preservação. Com 1 vaga e recepção, portaria 24 horas. -	
550	475	35	Rua Barreto Leme, Centro	35	1		1	Excelente apartamento (kitnet) no Centro de Campinas locação. Próximo a igreja do Carmo e ao lado da Caixa Econômica Federal. Toda comodidade de comércio e serviços. Portaria com s...	
1200			Avenida Barão de Itapura, Botafogo	46		1		EXCELENTE SALA COMERCIAL EM ÓTIMA LOCALIZAÇÃO, COM 46M, TODA PISO FRIO, RECEPÇÃO, DIVISÓRIA, COPA, 01 VAGA DE GARAGEM COBERTA.	
2000			Rua Joaquim Ulisses Sarmento, Jardim Aurélia	80				Galpão à venda em Campinas, no bairro Jardim Aurélia. Galpão com 80 m² de área construída, em ótima localização, próximo de tudo, mercado, shopping, rodovia Anhanguera. Agende sua...	
19500		950	Rua Inês de Castro, Jardim Nossa Senhora Auxiliadora	1040		40		Maravilhoso galpão comercial em localização única, ao lado da Lagoa do Taquaral, com fácil acesso para rodovia Dom Pedro, com bom fluxo de carros, pedestres e ônibus. Galpão de 1.0...	
15000		2438	Jardim do Lago, Campinas	892		10	5	Excelente prédio comercial, ideal para laboratórios, ou que precise usar (tem Câmera fria) tem 5 banheiros, 1 cozinha ,escritórios, estacionamentos no subsolo, sistema de ar condic...	
1180	670	149	Rua Major Telmo Coelho Filho, Jardim Flamboyant	75	2	1	1	APARTAMENTO NO JARDIM FLAMBOYANT EM CAMPINAS ALUGA.Terceiro andar.Sala com sacada.02 dormitórios com armários.Cozinha com armário.01 vaga de garagem.Condomí...	
4500	1700	338	Cambuí, Campinas	158	4	3	5	Apartamento para alugar em Campinas, no cambuí, medindo 147 m² com ótima distribuição dos cômodos. Sol da manhã. Sala de estar, jantar e tv, sacada com linda vista no sentido da av...	
7200		856	Rua Bento Arruda Camargo, Jardim Santana	330		4	2	Excelente salão comercial, para locação no Jardim Santana, (saída para Mogi Mirim ao lado da Cidade Judiciária). Imóvel reformado, em ótimo estado de conservação, ponto de grande f...	
700			Rua Nicarágua, Jardim Nova Europa	18			1	Sala comercial para locação em uma Galeria, no Jardim Nova Europa, Campinas. Excelente localização, próximo a comércios em geral. Sala no 1º andar, com 18 m² e banheiro social. Em...	
963	461		Mansões Santo Antônio, Campinas	19	1	13	1	Sala comercial no Mall Garden Office com 19,26 m² , ar condicionado, banheiro, localizada em via de grande circulação de veículos, próximo a condomínios de apartamentos, padarias e...	
963	461		Mansões Santo Antônio, Campinas	19	1	13	1	Sala comercial para locação em Mall Garden Office, com ar condicionado, piso cerâmico, 19,26 m², localizada em via de grande circulação de veículos, próximo a condomínios de aparta...	
900	510	54	Avenida Padre Manoel da Nóbrega, Jardim Garcia	87	3	1	2	APARTAMENTO NO JARDIM GARCIA EM CAMPINAS VENDE OU ALUGA.Primeiro andar.Sala sem sacada.03 dormitórios sem armários.Cozinha com armário.Lavabo.01 vaga de gar...	
950	498	58	Rua Engenheiro Augusto de Figueiredo, Vila Progresso	64	2	1	1	APARTAMENTO NO VILA PROGRESSO EM CAMPINAS ALUGA.Quarto andar.Sala sem sacada.02 dormitórios sendo 01 com armário.Cozinha com armário.Despensa.01 vaga de gar...	
2500	750		Jardim Paranapanema, Campinas	82	3		2	APARTAMENTO para Venda e Locaçãojd. guarani, campinas3 dormitórios sendo 1 suíte, 2 banheiros82,00 M2 construída, 82,00 M2 útilR$ 600.000,00 / 2.500,00 -	
1600	300		Cambuí, Campinas	28	1			Sala comercial! Ótima localização, perto de bancos e restaurantes e vários comércios ao redor.28 m², banheiro coletivo.Várias vagas coletivas na frente.Mais...	
7000		629	Avenida Júlio Prestes, Taquaral	244	5	5	3	Imóvel amplo comercial para locação, 250 m², com 3 salas na frente, 1 copa, um salão grande nos fundos e outro menor, 2 banheiros, estacionamento para 5 carros. Localizado em via d...	
1100	701	280	Avenida Araçá, Loteamento Alphaville Campinas	42		1	1	Sala ampla em ótima localização.Perfeita para você abrir seu próprio comércio, contando com um banheiro e um ótimo espaço de sala, localizada no Alphaville. Próximo a shopp...	
5000		522	Bonfim, Campinas	120				Terreno comercial para locação no Bonfim em Campinas, ZC4. São 490m² de terreno. Todo murado. -	
1410	260		Rua Djalma Inácio Furtado, Parque das Cachoeiras	40	2	1	1	APARTAMENTO NO JARDIM ANTONIO VON ZUBEN, EM CAMPINAS, VENDE OU ALUGA.Novo.40 m².01 sala com balcão e rack, 02 dormitórios com ventiladores de teto, 01 wc com box em bli...	
850	555	49	Rua Doutor Quirino, Centro	62	1	1	2	APARTAMENTO NO CENTRO EM CAMPINAS ALUGA.Sexto andar.Sala com sacada.01 dormitório com armário.Cozinha com armário.01 vaga de garagem.Condomínio possui porta...	
1500		140	Avenida John Boyd Dunlop, Cidade Satélite Íris	484				TERRENO NA CIDADE SATÉLITI ÍRIS EM CAMPINAS CAMPINAS VENDE OU ALUGA.484,00 m².Possui um lote gêmeo que pode ser locado ou vendido junto.Agende agora a sua visita no sit...	
1500		140	Avenida John Boyd Dunlop, Cidade Satélite Íris	484				TERRENO NA CIDADE SATÉLITI ÍRIS EM CAMPINAS CAMPINAS VENDE OU ALUGA.484,00 m².São dois lotes gêmeos.valor de 1 lote, 500.000.00Dois lotes juntos 850.000.00Locaç...	
5500	1250	500	Rua Giuseppe Máximo Scolfaro, Cidade Universitária	270	3	2	3	Sobrado em condomínio fechado em localização excelente em Barão Geraldo3 dormitórios sendo 1 suíte com closet, armários nos dormitórios e no corredor, escritório, mezanino, sal...	
1300	500	156	Avenida Orosimbo Maia, Vila Itapura	40		1	1	Sala Comercial em Prédio Novo, ótima localização. No Contra Piso, 1 vaga privativa.Prédio com Sala de Convenções, Academia e Café. Venha Conhecer! -	
5500		171	Rua Antônio Lapa, Cambuí	122	3	2	1	Casa comercial para locação. Com 200m², 3 quartos, sendo 1 suíte, armários embutidos, sala com ventilador de teto, cozinha, banheiro, porão e 2 vagas para carros. Próxima aos princ...	
6000		443	Rua Doutor Miguel Penteado, Guanabara	359	4	8	5	Casa para Aluguel - Guanabara, 4 Quartos, 359 - Campinas	
900	1079	92	Centro, Campinas	47		2	1	Conjunto amplo, boa localização, com 3 salas com divisórias em madeira saleta para recepção, cozinha, wc social, 2 vagas cobertas. Portaria 24 horas, inclusive aos finais de semana...	
8000	1000	565	Taquaral, Campinas	189	3	3	5	Apartamento alto padrão com 3 dormitórios para alugar no condomínio ArtHouse em Campinas.189 m², 3 suítes, 1 master com closet, lavabo, sala e terraço gourmet com pé direito du...	
1200	790	94	Rua Antônio Francisco de Andrade, Jardim Proença	65	2	1	2	Apartamento 65m² com 2 dormitórios, 2 banheiros, 1 vaga de garagem coberta Localizado no Jardim Proença proximo avenida Princesa D, Oeste, Monte Castelo, comercio padaria P...	
5500		344	Jardim Aparecida, Campinas	320		4	2	Excelente galpão com fácil acesso para as Rodovias Anhanguera e Dom Pedro. Rua tranquila para manobra de caminhões. Possui 320m² de área construída, 300m² de vão livre, mezanino, d...	
5000		619	Avenida John Boyd Dunlop, Cidade Satélite Íris	390		4	2	BARRAÇÃO COMERCIAL NO JARDIM SATÉLITE ÍRIS EM CAMPINAS ALUGA.390,00 m².Salão.Mezanino.Copa.02 wc's.04 vagas de estacionamento na frente. .Excelente loca...	
1300		30	Rua Jerônimo Pattaro, Barão Geraldo	40	1		1	Casa de fundos com 1 dormitório, sala, com varanda, cozinha espaçosa, 1 banheiro e área de serviço. Localizada na região central de Barão Geraldo. Para maiores informações ligue ....	
3000		251	Rua Dirce Barbieri Gianese, Barão Geraldo	123		8	2	Vende ou Aluga em Barão Geraldo!Ponto Comercial ao lado da Batataria Suíça.Estratégico para montar o seu negócio!Grande fluxo de pedestres e autos transitandoLo...	
2500	1767	213	Rua Alberto Macchi, Notre Dame	138	3	2	5	Apartamento para venda ou locação no bairro Notre Dame, Campinas. Região tranquila, próximo ao Colégio Notre Dame, Shopping Iguatemi e Rodovia D.Pedro. -	
4200	781	306	Avenida Francisco Glicério, Centro	144	4	2	3	Excelente Apartamento para Venda e Locação, na Vila Itapura, com 4 quartos com armários planejado, sendo 2 suítes, amplo living para 2 ambientes com sacada, sala de TV, cozinha amp...	
1500	520	110	Rua Paulo Cézar Fidélis, Loteamento Residencial Vila Bella	33		1	1	Sala a venda e locação no condomínio empresarial The First, Campinas. Excelente localidade, próximo da rodovia Dom Pedro, Shopping Dom Pedro. Sala com 33m², 1 banheiro e 1 vaga de...	
1600	1313	225	Cambuí, Campinas	105	1	1	2	Cobertura para alugar em campinas, cambuí, 1 quarto/1 suíte com sacada e armário , sala com sacada, lavabo, cozinha com armário e lavanderia . parte superior com sala com banheiro...	
7000		871	Botafogo, Campinas	282		4	4	Casa comercial para locação, no Botafogo, em Campinas, próximo a torre do castelo em Avenida movimentada, Imóvel com Salas amplas, pequena sala de servidor (CPD) ,cozinha, 5 banhei...	
